occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,occurrence_comments,authorizer,enterer,modifier,abund_value,abund_unit,created,modified,accepted_name_orig
901407,occ,,,98868,Crassatella texalta,species,379648,,Crassatella (Crassatella) texalta,species,379648,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,12/13/10 8:05,12/12/10 15:05,Crassatella texalta
902537,occ,,,91126,Crassatella aquiana,species,109919,,Crassatella (Crassatella) aquiana,species,109919,Thanetian,,59.2,56,Palmer and Brann,1965,11845,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/18/10 14:58,12/17/10 21:58,Crassatella aquiana
902570,occ,,,91127,Crassatella aquiana,species,109919,,Crassatella (Crassatella) aquiana,species,109919,Thanetian,,59.2,56,Palmer and Brann,1965,11845,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/18/10 15:01,12/17/10 22:01,Crassatella aquiana
903118,occ,,,91759,Crassatella littoralis,species,17518,species not entered,Crassatella (Crassatella) littoralis,genus,17518,Early Eocene,,55.8,48.6,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:50,12/19/10 21:50,Crassatella littoralis
903135,occ,,,91760,Crassatella conradi,species,17518,species not entered,Crassatella (Crassatella) conradi,genus,17518,Middle Eocene,,48.6,37.2,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:52,12/19/10 21:52,Crassatella conradi
903136,occ,,,91760,Crassatella littoralis,species,17518,species not entered,Crassatella (Crassatella) littoralis,genus,17518,Middle Eocene,,48.6,37.2,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:52,12/19/10 21:52,Crassatella littoralis
903137,occ,,"uncertain genus, uncertain species",91760,Crassatella obliquata,species,17518,species not entered,Crassatella (Crassatella) obliquata,genus,17518,Middle Eocene,,48.6,37.2,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:52,12/19/10 21:52,Crassatella obliquata
903206,occ,,,91761,Crassatella conradi,species,17518,species not entered,Crassatella (Crassatella) conradi,genus,17518,Thanetian,,59.2,56,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:53,12/19/10 21:53,Crassatella conradi
903207,occ,,,91761,Crassatella rhombea,species,17518,species not entered,Crassatella (Crassatella) rhombea,genus,17518,Thanetian,,59.2,56,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:53,12/19/10 21:53,Crassatella rhombea
903225,occ,,,92181,Crassatella conradi,species,17518,species not entered,Crassatella (Crassatella) conradi,genus,17518,Middle Eocene,,48.6,37.2,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:58,12/19/10 21:58,Crassatella conradi
903226,occ,,,92181,Crassatella littoralis,species,17518,species not entered,Crassatella (Crassatella) littoralis,genus,17518,Middle Eocene,,48.6,37.2,Palmer and Brann,1966,11846,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 14:58,12/19/10 21:58,Crassatella littoralis
903294,occ,,,101357,Crassatella rhombea,species,17518,species not entered,Crassatella (Crassatella) rhombea,genus,17518,Early Eocene,,55.8,48.6,Palmer and Brann,1965,11845,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,U. Smith,,,,12/20/10 18:22,12/20/10 1:22,Crassatella rhombea
903565,occ,,,99671,Crassatella texalta,species,379648,,Crassatella (Crassatella) texalta,species,379648,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,12/22/10 6:54,12/21/10 13:54,Crassatella texalta
903577,occ,,,99672,Crassatella texalta,species,379648,,Crassatella (Crassatella) texalta,species,379648,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,12/22/10 6:58,12/21/10 13:58,Crassatella texalta
903809,occ,,,99734,Crassatella texalta,species,379648,,Crassatella (Crassatella) texalta,species,379648,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,12/22/10 8:05,12/21/10 15:05,Crassatella texalta
903810,occ,,uncertain genus,99734,Crassatella (Crassatella) negreetensis,species,109837,species not entered,Crassatella (Crassatella) negreetensis,subgenus,109837,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,J. Sessa,L. Eccles,L. Eccles,,,12/22/10 8:05,1/3/11 19:10,Crassatella (Crassatella) negreetensis
906189,occ,,,101821,Crassatella (Crassatella) desmaresti,species,106346,obsolete variant of,Crassatella (Crassatella) desmaresti,species,106346,Bartonian,,41.3,38,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/4/11 0:51,1/3/11 7:51,Crassatella desmaresti
906211,occ,,,101826,Crassatella (Crassatella) gigantica,species,109837,species not entered,Crassatella (Crassatella) gigantica,subgenus,109837,Bartonian,,41.3,38,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,W. Kiessling,U. Merkel,,,,1/4/11 2:38,1/3/11 9:38,Crassatella (Crassatella) gigantica
906378,occ,,,99756,Crassatella texalta,species,379648,,Crassatella (Crassatella) texalta,species,379648,Bartonian,,41.3,38,Dockery,1980,11842,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,1/4/11 12:31,1/3/11 19:31,Crassatella texalta
906399,occ,,,101872,Crassatella (Crassatella) gigantica,species,109837,species not entered,Crassatella (Crassatella) gigantica,subgenus,109837,Bartonian,,41.3,38,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,W. Kiessling,U. Merkel,,,,1/4/11 19:49,1/4/11 2:49,Crassatella (Crassatella) gigantica
906830,occ,,,101967,Crassatella (Crassatella) subrotunda,species,109837,species not entered,Crassatella (Crassatella) subrotunda,subgenus,109837,Priabonian,,38,33.9,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,W. Kiessling,U. Merkel,,,,1/5/11 21:38,1/5/11 4:38,Crassatella (Crassatella) subrotunda
906859,occ,,,101968,Crassatella (Crassatella) subrotunda,species,109837,species not entered,Crassatella (Crassatella) subrotunda,subgenus,109837,Priabonian,,38,33.9,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,W. Kiessling,U. Merkel,,,,1/5/11 23:24,1/5/11 6:24,Crassatella (Crassatella) subrotunda
907131,occ,,,102025,Crassatella (Crassatella) subrotunda,species,109837,species not entered,Crassatella (Crassatella) subrotunda,subgenus,109837,Priabonian,,38,33.9,Meszaros,1957,34618,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,109837,,W. Kiessling,U. Merkel,,,,1/6/11 21:57,1/6/11 4:57,Crassatella (Crassatella) subrotunda
908029,occ,,,102230,Crassatella sulcata,species,106348,,Crassatella (Crassatella) sulcata,species,106347,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/12/11 1:51,1/11/11 8:51,Crassatella sulcata
908218,occ,,,85445,Crassatella sulcata,species,106348,,Crassatella (Crassatella) sulcata,species,106347,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/12/11 20:05,1/12/11 3:05,Crassatella sulcata
908306,occ,,,102287,Crassatella trigonula,species,17518,species not entered,Crassatella (Crassatella) trigonula,genus,17518,Oligocene,,33.9,23.03,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/12/11 23:29,1/12/11 6:29,Crassatella trigonula
908337,occ,,,102289,Crassatella seccoi,species,17518,species not entered,Crassatella (Crassatella) seccoi,genus,17518,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/13/11 0:50,1/12/11 7:50,Crassatella seccoi
908338,occ,,,102289,Crassatella haskoviensis,species,17518,species not entered,Crassatella (Crassatella) haskoviensis,genus,17518,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/13/11 0:50,1/12/11 7:50,Crassatella haskoviensis
908350,occ,,,102288,Crassatella chaillolensis,species,17518,species not entered,Crassatella (Crassatella) chaillolensis,genus,17518,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,1/13/11 1:03,1/12/11 8:03,Crassatella chaillolensis
914415,occ,,,103756,Crassatella boncevi,species,17518,species not entered,Crassatella (Crassatella) boncevi,genus,17518,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/1/11 23:49,2/1/11 6:49,Crassatella boncevi
914416,occ,,,102406,Crassatella seccoi,species,17518,species not entered,Crassatella (Crassatella) seccoi,genus,17518,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/1/11 23:50,2/1/11 6:50,Crassatella seccoi
914417,occ,,,102362,Crassatella carcarensis,species,114236,,Crassatella (Crassatella) carcarensis,species,114236,Oligocene,,33.9,23.03,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/1/11 23:52,2/1/11 6:52,Crassatella carcarensis
914418,occ,,,103764,Crassatella carcarensis,species,114236,,Crassatella (Crassatella) carcarensis,species,114236,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:11,2/1/11 7:11,Crassatella carcarensis
914419,occ,,,103765,Crassatella carcarensis,species,114236,,Crassatella (Crassatella) carcarensis,species,114236,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,"subsp. crassa, protensa",W. Kiessling,U. Merkel,,,,2/2/11 0:26,2/1/11 7:26,Crassatella carcarensis
914420,occ,,,103760,Crassatella sulcata,species,106348,,Crassatella (Crassatella) sulcata,species,106347,Priabonian,,38,33.9,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:28,2/1/11 7:28,Crassatella sulcata
914421,occ,,,102400,Crassatella excelsa,species,17518,species not entered,Crassatella (Crassatella) excelsa,genus,17518,Thanetian,,59.2,56,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:32,2/1/11 7:32,Crassatella excelsa
914422,occ,,,102403,Crassatella excelsa,species,17518,species not entered,Crassatella (Crassatella) excelsa,genus,17518,Thanetian,,59.2,56,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:33,2/1/11 7:33,Crassatella excelsa
914423,occ,,,102401,Crassatella excelsa,species,17518,species not entered,Crassatella (Crassatella) excelsa,genus,17518,Thanetian,,59.2,56,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:34,2/1/11 7:34,Crassatella excelsa
914424,occ,,,103766,Crassatella excelsa,species,17518,species not entered,Crassatella (Crassatella) excelsa,genus,17518,Thanetian,,59.2,56,Karagyuleva,1964,34737,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/2/11 0:41,2/1/11 7:41,Crassatella excelsa
939310,occ,,,91812,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 4:57,5/2/11 13:57,Crassatella gabbi
939311,occ,,,91811,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 4:58,5/2/11 13:58,Crassatella gabbi
939312,occ,,,98823,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 4:59,5/2/11 13:59,Crassatella gabbi
939313,occ,,,91791,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 5:02,5/2/11 14:02,Crassatella gabbi
939314,occ,,,108732,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 5:06,5/2/11 14:06,Crassatella gabbi
939315,occ,,,98859,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Late Cretaceous,Danian,100.5,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 5:08,5/2/11 14:08,Crassatella gabbi
939316,occ,,,99014,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 5:09,5/2/11 14:09,Crassatella gabbi
939317,occ,,,92222,Crassatella gabbi,species,17518,species not entered,Crassatella (Crassatella) gabbi,genus,17518,Danian,,66,61.6,Gardner,1933,35951,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,J. Sessa,L. Eccles,,,,5/3/11 5:12,5/2/11 14:12,Crassatella gabbi
954127,occ,,,111552,Crassatella uvasana,species,168157,,Crassatella (Crassatella) uvasana,species,168157,Early Eocene,,55.8,48.6,Squires,2008,36513,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,A. Hendy,K. Hendy,,F,category,6/26/11 9:30,6/25/11 18:30,Crassatella uvasana
969334,occ,,,114794,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Late Cenomanian,,99.6,93.5,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 22:18,8/25/11 7:18,Crassatella (Rochella) tenuicostata
969371,occ,,,114795,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Late Cenomanian,,99.6,93.5,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 22:23,8/25/11 7:23,Crassatella (Rochella) tenuicostata
969403,occ,,,114798,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Late Cenomanian,,99.6,93.5,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 22:33,8/25/11 7:33,Crassatella matercula
969434,occ,,,114799,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Early Turonian,,93.5,89.3,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 22:38,8/25/11 7:38,Crassatella (Rochella) tenuicostata
969455,occ,,,114801,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Middle Turonian,Late Turonian,93.5,89.3,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 22:44,8/25/11 7:44,Crassatella (Rochella) tenuicostata
969579,occ,,,114813,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Late Cenomanian,,99.6,93.5,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 23:32,8/25/11 8:32,Crassatella (Rochella) tenuicostata
969605,occ,,,114815,Crassatella matercula,species,17518,species not entered,Crassatella (Crassatella) matercula,genus,17518,Early Turonian,,93.5,89.3,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 23:38,8/25/11 8:38,Crassatella matercula
969606,occ,,,114815,Crassatella (Rochella) tenuicostata,species,17518,species not entered,Crassatella (Crassatella) tenuicostata,genus,17518,Early Turonian,,93.5,89.3,El Qot,2006,37168,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/25/11 23:39,8/25/11 8:39,Crassatella (Rochella) tenuicostata
971044,occ,,,114268,Crassatella macrodonta,species,17518,species not entered,Crassatella (Crassatella) macrodonta,genus,17518,Late Santonian,,85.8,83.5,Dhondt,1987,37310,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Aberhan,S. Nurnberg,,,,8/30/11 20:45,8/30/11 5:45,Crassatella macrodonta
1004316,occ,,,122293,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Albian,,113,100.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,12/21/11 0:28,12/20/11 7:28,Pachythaerus nagaoi
1005055,occ,,,122342,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Early Cenomanian,,99.6,93.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,12/21/11 22:53,12/21/11 5:53,Pachythaerus nagaoi
1009231,occ,,,123126,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Early Cenomanian,,99.6,93.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/12/12 0:13,1/11/12 7:13,Pachythaerus nagaoi
1009249,occ,,,123127,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Late Albian,,105.3,99.6,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/12/12 0:26,1/11/12 7:26,Pachythaerus nagaoi
1009257,occ,,,123130,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Albian,,113,100.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/12/12 1:04,1/11/12 8:04,Pachythaerus nagaoi
1009632,occ,,,123153,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Early Cenomanian,,99.6,93.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/12/12 23:04,1/12/12 6:04,Pachythaerus nagaoi
1009714,occ,,,123158,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Albian,,113,100.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/12/12 23:51,1/12/12 6:51,Pachythaerus nagaoi
1009730,occ,,,123162,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Early Cenomanian,,99.6,93.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/13/12 0:14,1/12/12 7:14,Pachythaerus nagaoi
1009737,occ,,,123163,Pachythaerus nagaoi,species,18011,species not entered,Crassatella (Pachythaerus) nagaoi,subgenus,18011,Early Cenomanian,,99.6,93.5,Komatsu and Maeda,2005,38682,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Pachythaerus),17518,18011,,M. Aberhan,D. Wellmanns,,,,1/13/12 0:17,1/12/12 7:17,Pachythaerus nagaoi
1015430,occ,,,124309,Crassatella dainellii,species,17518,species not entered,Crassatella (Crassatella) dainellii,genus,17518,Bartonian,,41.3,38,Pavlovec,1959,40069,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/11/12 2:27,2/10/12 9:27,Crassatella dainellii
1016289,occ,,,124372,Crassatella pugetensis,species,17518,species not entered,Crassatella (Crassatella) pugetensis,genus,17518,Bartonian,,41.3,38,Pavlovec,1959,40069,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/13/12 21:31,2/13/12 4:31,Crassatella pugetensis
1016290,occ,,,124372,Crassatella schaurothi,species,17518,species not entered,Crassatella (Crassatella) schaurothi,genus,17518,Bartonian,,41.3,38,Pavlovec,1959,40069,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/13/12 21:31,2/13/12 4:31,Crassatella schaurothi
1016305,occ,,,124373,Crassatella schaurothi,species,17518,species not entered,Crassatella (Crassatella) schaurothi,genus,17518,Bartonian,,41.3,38,Pavlovec,1959,40069,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,W. Kiessling,U. Merkel,,,,2/13/12 21:41,2/13/12 4:41,Crassatella schaurothi
1028378,occ,,,125950,Crassatella vadosa,species,59898,,Crassatella (Crassatella) vadosa,species,59898,Maastrichtian,,72.1,66,Hartstein and Decina,1986,40895,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Uhen,M. Shalap,,,,3/27/12 8:46,3/26/12 16:46,Crassatella vadosa
1035431,occ,,,84048,Crassatella aquiana,species,109919,,Crassatella (Crassatella) aquiana,species,109919,Late Paleocene,,58.7,55.8,Clark,1895,41194,Mollusca,7805,Bivalvia,16005,Carditida,97212,Crassatellidae,59901,Crassatella (Crassatella),17518,,,M. Uhen,M. Uhen,,,,4/19/12 3:40,4/18/12 12:40,Crassatella aquiana
